iteration,phosphate_concentration,population,well_plate,term,estimate,std.error,statistic,p.value,number_of_points
3,1,33,E08_4,days,0.4421484310319235,0.11653568604110819,3.7941033004770297,0.03213318430020966,5
3,1,35,C04_5,days,1.3743815822501144,0.265216333779146,5.182115153565939,0.013950525449214215,5
3,1,35,D08_5,days,1.2168218392745889,0.22106614060831176,5.504333842922475,0.011803693972646608,5
3,1,4,B03_5,days,0.9424836607009607,0.08993705402943497,10.479369942365476,0.0018552757417076276,5
3,1,4,D10_5,days,0.9815536755563046,0.12262392995875183,8.004585042140462,0.00406982748521932,5
3,1,5,C04_6,days,0.7814063689697023,0.13155585948869128,5.939730636147552,0.009539807053815266,5
3,1,5,D06_6,days,0.6601169860247728,0.12746272127012584,5.178902344520147,0.01397440065841751,5
3,1,5,E10_6,days,0.6055863732522744,0.12899357758138214,4.694701741024351,0.018276664976291993,5
3,1,6,C02_4,days,0.8290568626282564,0.14680917298805274,5.647173441238067,0.010990104889997679,5
3,1,6,E09_4,days,0.7597428963826636,0.11398457648509147,6.665313148591061,0.0068847877600721604,5
3,1,7,D10_6,days,0.6295415408600291,0.14174357465968018,4.4414114881152775,0.021224043095218456,5
3,1,7,F03_6,days,0.5748378306334776,0.10822638788431159,5.311438752330434,0.013032131632020806,5
3,1,9,C03_5,days,0.5230366251098696,0.1352284748200832,3.8677994838420804,0.03057238055489519,5
3,1,9,D05_5,days,0.5602205395288317,0.12261315721859015,4.56900835307659,0.019667902027083673,5
3,1,9,G03_5,days,0.7511245081586002,0.12037470842272534,6.2398864180076945,0.008301869423498816,5
3,1,anc2,E05_5,days,0.9283507347012776,0.19803493246050607,4.687813019485427,0.01834953969909856,5
3,1,anc3,B07_6,days,0.7832780980563955,0.16017167383936481,4.8902410724754,0.01635615994384366,5
3,1,anc3,C06_6,days,0.7003073691298427,0.27575092652017363,2.5396374110772353,0.08470638501373456,5
3,1,anc3,D07_6,days,0.8541646417367192,0.15646398580864118,5.45917731369429,0.012077220136647054,5
3,1,anc3,F05_6,days,0.6904507590726993,0.19370944544029656,3.5643628915633028,0.03770289216299095,5
3,1,anc4,B11_6,days,0.7157202331811439,0.1706748537480939,4.19347207549101,0.024733727026994973,5
3,1,anc4,D04_6,days,0.7808396591280363,0.14787154497795738,5.2805268197098565,0.013244298023521396,5
3,1,anc4,E02_6,days,0.6081944620734624,0.1594948291050718,3.8132550471137647,0.03171792316635136,5
3,1,anc4,F06_6,days,0.5716457596721867,0.09098772509459126,6.282668998240159,0.008142950957234763,5
3,1,anc5,B08_4,days,0.9681898492451313,0.20769936666622305,4.661496396380598,0.018631439152323216,5
3,1,anc5,E07_4,days,0.8576316455090659,0.1950931608516774,4.396010817422214,0.02181608463142745,5
3,1,anc5,F05_4,days,1.0520770213886774,0.18800678943029434,5.595952276918951,0.011273155704100228,5
3,1,cc1690,C05_6,days,0.6284201955876055,0.1865695857942172,3.3682885284461177,0.043465813031631925,5
3,1,cc1690,E05_6,days,0.570003148534531,0.12394218239738826,4.598943939093832,0.019324419784647023,5
3,1,cc1690,F07_6,days,0.5619584139124083,0.15073302137856953,3.7281705678879513,0.033617178754364443,5
3,2,1,B09_7,days,1.2475764134174037,0.1547337331084925,8.062730655781811,0.003985492380199138,5
3,2,1,C06_7,days,0.9197377631460077,0.23066546114496583,3.9873232801333103,0.028242024101046835,5
3,2,1,E02_7,days,1.0670079329047442,0.0711218680387211,15.002529634399222,6.427974902625053e-4,5
3,2,10,D11_9,days,1.0494624276500546,0.21148230929538914,4.962412369841355,0.01571393405327078,5
3,2,14,B04_7,days,1.1693170317758423,0.2117923467298254,5.521054229912712,0.01170447070852747,5
3,2,14,D06_7,days,1.1235404426317814,0.23590517094595428,4.76267831742096,0.01757731924981286,5
3,2,14,D09_7,days,1.2807553776971974,0.18093156035965782,7.078673146637862,0.0057977712845046344,5
3,2,14,F08_7,days,1.1599057586632924,0.33190657905891857,3.494675405206087,0.039632882825157645,5
3,2,15,B02_9,days,1.1896522029202348,0.29120860611201443,4.085223368922795,0.02650106231106605,5
3,2,15,C11_9,days,0.9171734170518651,0.12684802103232382,7.230490547567534,0.005455594642738702,5
3,2,15,E07_9,days,1.0887784650139383,0.24041115507995095,4.528818409660961,0.020141603134697858,5
3,2,16,E11_9,days,0.9272353543120578,0.14090002536350443,6.580803317245023,0.007139385624667052,5
3,2,17,B08_8,days,1.2789291695670557,0.45706127790730217,2.798156902336493,0.06795677174565612,5
3,2,17,C11_8,days,1.261355271078997,0.26002120973427845,4.850970704920589,0.016720000461047275,5
3,2,17,E07_8,days,1.3005394832319024,0.20924037596335143,6.215528323556886,0.008394171810532034,5
3,2,17,F05_8,days,1.1693561167047388,0.3120972105397075,3.7467688823061875,0.033189837046026294,5
3,2,18,B11_8,days,1.020230271487635,0.178495136215057,5.715731493425271,0.010625633330301308,5
3,2,18,D02_8,days,1.0579239579569852,0.2708909815360381,3.9053494950559804,0.029814491796576213,5
3,2,18,E06_8,days,0.9946510845131734,0.21106453399659814,4.712544858574889,0.018089645600689968,5
3,2,18,E11_8,days,0.9656862259766842,0.2773687449673098,3.481597128366061,0.04000901531388478,5
3,2,19,B03_7,days,0.9258709082524146,0.10931982598029316,8.46937780910225,0.003455718282747363,5
3,2,19,D04_7,days,1.192468259822434,0.23555114373396127,5.0624600709612535,0.014876903534822636,5
3,2,19,D10_7,days,0.9393533921095554,0.18752412670585342,5.009240190106344,0.015314719445594448,5
3,2,19,F03_7,days,1.1171211729530326,0.14605924180157345,7.648411419735291,0.004641473293280516,5
3,2,2,B10_8,days,1.121451888137092,0.13318890338033354,8.420009923309301,0.0035148635415511503,5
3,2,2,C08_8,days,1.0904920104629765,0.17792122710607336,6.129071995512065,0.008732877499649544,5
3,2,2,E04_8,days,1.0341702593958368,0.23029626621835028,4.490608017132641,0.020605780002174782,5
3,2,2,F09_8,days,1.1555824517488318,0.15237003743370092,7.584053080328522,0.004755882428698221,5
3,2,20,B06_9,days,0.957149578206986,0.14772082832883995,6.479449032578428,0.007461321507605157,5
3,2,20,D03_9,days,0.9973743194999241,0.21850819405050456,4.564471020566842,0.019720652939512563,5
3,2,22,B05_8,days,0.79513648984235,0.25294519027322043,3.1435129839135425,0.0515232129943041,5
3,2,22,D03_8,days,0.8657205239411677,0.24605643846662717,3.518381918132925,0.03896249105393344,5
3,2,22,E10_8,days,0.8208897672774906,0.1678202652328754,4.89148176555665,0.016344833611126566,5
3,2,22,F06_8,days,0.8031042490968807,0.11008725039841935,7.295161303333013,0.0053179191073850435,5
3,2,23,B06_7,days,0.7964384636017554,0.3135700656372551,2.5399059122023893,0.08468649504751716,5
3,2,23,C10_7,days,0.9654634850254208,0.38109733354602565,2.5333776965637584,0.08517172206120312,5
3,2,23,E05_7,days,1.016518446217016,0.3333696405711845,3.049223212033786,0.05546198139403054,5
3,2,23,F10_7,days,0.8341069873887359,0.3628684300343217,2.2986485413179714,0.10511856078411165,5
3,2,24,D02_7,days,1.2030250668876536,0.19630677546710226,6.1282911097954464,0.00873601777548426,5
3,2,24,E11_7,days,1.14340970588337,0.12013432611058911,9.517760184801881,0.0024596381306409092,5
3,2,26,B09_8,days,0.8321048806189149,0.1629744429029428,5.1057384568847,0.014532830818581288,5
3,2,26,C06_8,days,1.1550215990807648,0.25308077851950195,4.563845606282427,0.01972793837549935,5
3,2,26,E02_8,days,0.9129242614494629,0.18440779456742515,4.9505730687303995,0.015817007387150035,5
3,2,26,F11_8,days,0.8687466801430902,0.10956541203144453,7.929023074305291,0.004182982482664402,5
3,2,27,B07_8,days,1.3266138420287723,0.3117632865194439,4.255195846949204,0.023793797079669613,5
3,2,27,C07_8,days,1.0878130214117299,0.3681884620571934,2.9545005710764287,0.05980772538187215,5
3,2,28,C05_8,days,1.2146284413010717,0.29761031408505406,4.08127132634907,0.026568620296121295,5
3,2,28,E03_8,days,1.3452213553474344,0.34383991695807725,3.912347836890185,0.029675918862115413,5
3,2,28,F02_8,days,1.1053691633574376,0.29047123696236293,3.805434145277052,0.03188666496478671,5
3,2,29,D02_9,days,1.3664261688604553,0.09828009117738143,13.903387272954932,8.055256808744788e-4,5
3,2,29,E06_9,days,1.0386618408309318,0.19258296862635157,5.39332137332527,0.012491178166237713,5
3,2,3,B03_9,days,1.229112331714824,0.3210185406486187,3.8287892320219257,0.031386144307267355,5
3,2,3,C10_9,days,1.1108835194598479,0.21067912301802938,5.272869487712749,0.013297550714033558,5
3,2,3,D09_9,days,1.1824220577022015,0.14640371565364962,8.076448418150004,0.003965933277089119,5
3,2,3,F09_9,days,1.1759070115449028,0.05569941774888269,21.111657160338826,2.3249145508864226e-4,5
3,2,30,C09_9,days,0.9848729701933671,0.13515621000458014,7.286923554307951,0.005335199658911746,5
3,2,31,B04_8,days,0.9114503316765589,0.28066863239517653,3.247424993304035,0.04758227048564234,5
3,2,31,D06_8,days,0.8918528814055712,0.21598514278591077,4.129232547673872,0.025763501085357143,5
3,2,31,D09_8,days,1.0513405946793741,0.2438219915657291,4.3119186580672135,0.022970331211067355,5
3,2,31,F08_8,days,0.8217577516057665,0.20058869381036437,4.096730159590413,0.026305616698617123,5
3,2,32,C04_7,days,1.3412679629534665,0.3006949640089017,4.460560114048866,0.020980578726774102,5
3,2,32,D07_7,days,1.198995263334911,0.24038571370272518,4.987797506209781,0.015495861706776942,5
3,2,32,D08_7,days,1.2440063634832983,0.29586819096501576,4.204596511121376,0.024560827504030026,5
3,2,32,F07_7,days,1.2258062969462507,0.19568361032094547,6.264225680095414,0.00821096536748276,5
3,2,33,C03_7,days,1.0747191678462982,0.216771052034936,4.957853725197083,0.015753517893798908,5
3,2,33,D05_7,days,1.1741991360753066,0.10487322180147916,11.196367536967815,0.0015272353682638782,5
3,2,33,E08_7,days,1.0563088591905876,0.11347451537714962,9.30877612193175,0.002624450118274594,5
3,2,33,G03_7,days,0.9714887419317897,0.18120358372051656,5.361310863642671,0.012699095555887918,5
3,2,35,C04_8,days,1.347229413254173,0.2139030818883704,6.2983169824418495,0.008085824296089669,5
3,2,35,D07_8,days,1.6071950770605854,0.42410926994061743,3.789577806883637,0.03223232591065768,5
3,2,35,D08_8,days,1.3927349708424943,0.24646140371973022,5.650925255730012,0.010969739626307427,5
3,2,35,F07_8,days,1.2519902459701164,0.21706862210160463,5.767716373968089,0.010359759505258628,5
3,2,4,B03_8,days,1.0807178720786186,0.28145622261668474,3.8397370007713363,0.03115499328658928,5
3,2,4,D04_8,days,1.086601546559077,0.17694751232031405,6.140812788552169,0.008685840869583676,5
3,2,4,D10_8,days,1.032869859536048,0.19554518428976472,5.282001002926824,0.013234077844459305,5
3,2,4,F03_8,days,1.0464554775425752,0.15854679191810367,6.600294240473279,0.007079581655298204,5
3,2,6,C02_7,days,1.1028244113372392,0.0925623314263475,11.914397512931751,0.0012715949761726649,5
3,2,6,C09_7,days,1.0831804795631006,0.15194367705060427,7.128828922590516,0.005681675177209791,5
3,2,7,F03_9,days,1.0795765554769023,0.16893255593262144,6.390577289954047,0.007759492330704554,5
3,2,9,C03_8,days,0.9214889735384456,0.22350976243076523,4.122813086626977,0.02586942321834512,5
3,2,9,D05_8,days,0.8544079700952899,0.3390144443108201,2.520270107759595,0.08615633431713388,5
3,2,9,E08_8,days,0.8349842502460225,0.2835792772643193,2.9444473457337583,0.060293654197187886,5
3,2,9,G03_8,days,0.9387756392790139,0.23881282870622217,3.931010090056165,0.029310415738405992,5
3,2,anc2,B06_8,days,1.4940919492689908,0.33995277517901584,4.394998536141428,0.021829527343174056,5
3,2,anc2,C10_8,days,1.0791387445764362,0.2879207272431076,3.7480411879665025,0.03316085766324796,5
3,2,anc4,B11_9,days,0.9993414848822164,0.3011966839507912,3.3179033440005816,0.0451247046047279,5
3,2,anc4,D04_9,days,1.1398865239431213,0.10373772710922592,10.988157883418147,0.0016139732421965646,5
3,2,anc4,F06_9,days,0.9744173745063432,0.12419138241762505,7.846094918483293,0.004312001547770635,5
3,4,1,B09_10,days,1.3825981745415206,0.20068643035541803,6.889345592987643,0.006265264687466067,5
3,4,1,C06_10,days,1.3476984956127782,0.17673968538907642,7.625330398466773,0.004682082100295885,5
3,4,1,E02_10,days,1.3843305848947953,0.170368184608412,8.1255228966409,0.003896991455605688,5
3,4,10,D05_12,days,1.4409888478986448,0.3314310290156712,4.347778939643306,0.02246868070413741,5
3,4,10,F08_12,days,1.2544035979718844,0.107179209156956,11.7037959865416,0.0013402716706906802,5
3,4,11,C07_10,days,1.694311523526481,0.22201128081824958,7.631646091504403,0.004670923803112744,5
3,4,14,B04_10,days,1.4836716018165415,0.25709099647993394,5.770997903974995,0.010343270187418275,5
3,4,14,D06_10,days,1.455717905362795,0.3499465108837705,4.159829745655872,0.025266258510695205,5
3,4,14,D09_10,days,1.3923893845567337,0.3653097747344608,3.811530599116447,0.03175503080787117,5
3,4,14,F08_10,days,1.375150503922502,0.22424952601480844,6.132233714650943,0.00872017800864233,5
3,4,15,B02_12,days,1.6561227491827768,0.6952345051821085,2.3821066659356545,0.09743239607970439,5
3,4,15,E07_12,days,1.2812643348192039,0.3288755627172106,3.8958940099812813,0.03000304158025368,5
3,4,15,F02_12,days,1.4089330825535862,0.3485854862401604,4.041858132850924,0.027254664944594362,5
3,4,18,E11_11,days,1.2303390079918182,0.2512468199473984,4.896933653725069,0.016295183938349417,5
3,4,19,D10_10,days,1.4761128010425846,0.24121802191010638,6.1194134225703944,0.008771823200961714,5
3,4,19,F03_10,days,1.2738864822117688,0.12302143258241771,10.354996324387084,0.0019214488002134726,5
3,4,2,C08_11,days,1.4647463296197447,0.1503044241671474,9.745197706162397,0.002295494086534734,5
3,4,2,E04_11,days,1.5045135927012288,0.19602196790242005,7.675229510246409,0.004594871317729389,5
3,4,2,F09_11,days,1.2191563881668896,0.10503238768093034,11.607432860333226,0.001373340113780113,5
3,4,20,D08_12,days,1.152336577466372,0.04242236192194284,27.163423375310213,1.0949703337129521e-4,5
3,4,23,B06_10,days,1.419183684551223,0.2432349386756156,5.834621014063621,0.01003025920512895,5
3,4,23,C10_10,days,1.3320014548753178,0.20628010107939226,6.457246471692693,0.007534381019897172,5
3,4,23,E05_10,days,1.1862301489460003,0.22759849068604418,5.211942071190269,0.013731394514654953,5
3,4,23,F10_10,days,1.2068792080144024,0.2532201275615671,4.766126688412499,0.01754277659401528,5
3,4,24,D02_10,days,1.653372394560871,0.09383000443229882,17.620934844501996,3.9844773421228273e-4,5
3,4,24,E06_10,days,1.4776850283734122,0.23446094216832405,6.30247842010527,0.008070720668625247,5
3,4,26,C06_11,days,1.1809378032924889,0.12122243224504511,9.74190817179185,0.0022977630862245544,5
3,4,26,E02_11,days,1.2191230766845198,0.19301765428130638,6.3161221248070625,0.008021461090177076,5
3,4,27,C07_11,days,1.3147358670856781,0.28564194919068553,4.602740846751477,0.01928141173445516,5
3,4,29,F04_12,days,1.345932421614904,0.21795074392878788,6.175397235875768,0.008549205440873025,5
3,4,3,B03_12,days,1.5488586928280614,0.34396873357177404,4.50290547267102,0.020454892210088477,5
3,4,3,C10_12,days,1.4387324106066957,0.2685127988133895,5.358152076790138,0.012719857213875524,5
3,4,3,D09_12,days,1.5784955877901983,0.14156377141904447,11.150420562883113,0.001545834344195413,5
3,4,3,F09_12,days,1.363701289231832,0.1273842100537623,10.705418580970782,0.0017425421393578806,5
3,4,31,D06_11,days,1.2236524165030593,0.2856397913085806,4.283900400911338,0.02337239787742083,5
3,4,31,D09_11,days,1.2307945925736585,0.28595535091636837,4.30414954163114,0.02308091740018909,5
3,4,32,C04_10,days,1.4056657277616085,0.19484958262087762,7.214106947802079,0.005491217543426674,5
3,4,32,D07_10,days,1.311310909436275,0.16242838762914127,8.073163371111447,0.0039706056035884955,5
3,4,32,D08_10,days,1.3695838370787023,0.34057276776520246,4.0214132388380515,0.027619534328858365,5
3,4,32,F07_10,days,1.3433314282992466,0.19868241456021682,6.761199431125841,0.006610185661741229,5
3,4,33,C03_10,days,1.2008879334576394,0.20245047323585244,5.931761552656975,0.009575875074700228,5
3,4,33,D05_10,days,1.2099275559179379,0.19666520244129448,6.1522198177336795,0.008640459421650069,5
3,4,33,E08_10,days,1.2798595167488378,0.20584682310882885,6.217533491261076,0.008386522687424765,5
3,4,33,G03_10,days,1.36157156655707,0.11709948283500234,11.627477197961468,0.0013663731229230198,5
3,4,4,D04_11,days,1.3889840045481339,0.18933597189502838,7.336080886511171,0.005233166147204043,5
3,4,4,F03_11,days,1.3680830476072874,0.10890183629496246,12.562534243240963,0.001087476540997121,5
3,4,5,E10_12,days,1.3678667632974384,0.16482993795680925,8.298654845431438,0.0036660529493814722,5
3,4,6,C09_10,days,1.5218744638434234,0.32802031127543696,4.639573866404612,0.018870577298879726,5
3,4,6,E09_10,days,1.3851424635540346,0.3233285807747659,4.2840087326487835,0.02337082585137449,5
3,4,7,B08_12,days,1.2740370081073231,0.24256734462636653,5.25230224237215,0.013441975799583698,5
3,4,7,D10_12,days,1.5392173736813342,0.15097717105095546,10.195033878081087,0.002011238257095456,5
3,4,7,F03_12,days,1.4474908738198968,0.11547220546098318,12.535405104988564,0.00109444611088492,5
3,4,9,C03_11,days,1.3274480523168208,0.1948182743679143,6.813775846355847,0.006465718229733215,5
3,4,9,D05_11,days,1.3443834737834819,0.17231734117344372,7.8017886338572895,0.004383091373869828,5
3,4,9,E08_11,days,1.2681968929184368,0.09814499576694392,12.921666387656787,0.0010005293368623269,5
3,4,9,G03_11,days,1.331609567864027,0.184070027343237,7.234255283620744,0.005447452044754095,5
3,4,anc5,F05_10,days,1.4803532292685377,0.269752821764333,5.487813693981797,0.011902812275078075,5
3,4,cc1690,C05_12,days,1.414150354589169,0.4651675079659648,3.0400884205623386,0.05586340996131293,5
3,6,1,B09_13,days,1.3483267378955448,0.1890311439619388,7.132828536270345,0.005672549619759042,5
3,6,1,C06_13,days,1.4114192805152863,0.23178884968585742,6.089245804654442,0.00889494406582957,5
3,6,1,E02_13,days,1.4438977859266877,0.16720035656686486,8.635733891806987,0.0032658469489722053,5
3,6,1,F11_13,days,1.243154780963895,0.1523579747329847,8.159433617718983,0.0038502751114506692,5
3,6,10,C02_15,days,1.4909586696714483,0.12343510392838959,12.078886979642537,0.0012211710486061918,5
3,6,10,D05_15,days,1.3752933484312138,0.29584380309918745,4.648714402748938,0.018770387736049818,5
3,6,10,D11_15,days,1.4050355671695494,0.12197508059858539,11.519037825385494,0.0014046332822903224,5
3,6,10,F08_15,days,1.458189731410524,0.06288626020096844,23.18773173584376,1.757096958213507e-4,5
3,6,11,C07_13,days,1.7784511555918863,0.12864665482447146,13.824309369088898,8.192556927596063e-4,5
3,6,11,D11_13,days,1.555854784530217,0.29585936386284983,5.258764719211177,0.013396375979319232,5
3,6,11,G02_13,days,1.4804151219964883,0.10806923887740272,13.698765137745808,8.416995984663209e-4,5
3,6,14,D06_13,days,1.5416668596541,0.18604873808948139,8.286360205854367,0.003681846322840961,5
3,6,14,D09_13,days,1.7249549217168731,0.13639972489245142,12.646322586625208,0.001066319762024664,5
3,6,15,B02_15,days,1.6454715600228218,0.2169640089845075,7.584076122691474,0.004755840804166101,5
3,6,15,C11_15,days,1.5411285453026446,0.4733855719745932,3.2555460845041506,0.0472905883350093,5
3,6,15,E07_15,days,1.4232166607791574,0.21011175325733317,6.773617556920202,0.006575683340534388,5
3,6,17,B08_14,days,1.648004673332018,0.25141472085184413,6.554925136238019,0.007219818739929032,5
3,6,18,B11_14,days,1.4560298829546618,0.34138411728048645,4.265077984745158,0.02364762170807242,5
3,6,18,E06_14,days,1.3800033218347634,0.16989766082576005,8.122556338489188,0.0039011138209729557,5
3,6,19,B03_13,days,1.9265416568728335,0.3724282948166421,5.17291968329455,0.01401900161662779,5
3,6,19,D04_13,days,1.4498972672098307,0.12637231479973235,11.47321918972162,0.0014212267449118191,5
3,6,19,D10_13,days,1.3327784882214135,0.1644557705941269,8.104175872980953,0.003926784430189227,5
3,6,2,B10_14,days,1.5283464693030728,0.3473409061697504,4.40013382286781,0.02176144325775456,5
3,6,2,C08_14,days,1.6548532907116786,0.15937444279951024,10.383429498752507,0.0019060483425331288,5
3,6,2,E04_14,days,1.7172196418125927,0.18841712607242825,9.113925456821198,0.002791547798784993,5
3,6,2,F09_14,days,1.5323234359835913,0.18676903312782714,8.204376337563676,0.0037894944129854297,5
3,6,20,B06_15,days,1.4764506186518744,0.3190131983107046,4.628180358901256,0.01899643597289773,5
3,6,20,D08_15,days,1.1941926365312767,0.08262795589740655,14.452646487031865,7.181146969474585e-4,5
3,6,20,E09_15,days,1.2331082568123681,0.08847706447368593,13.937038532501361,7.997756877500008e-4,5
3,6,22,B05_14,days,0.12028260907089683,0.41253734311061036,0.29156780853811437,0.7896155099172254,5
3,6,22,D03_14,days,0.02607590443212729,0.3184162592605935,0.08189250289127552,0.9398899315648788,5
3,6,23,B06_13,days,1.3444482167793226,0.3026401242731982,4.442399103582402,0.021211396865895293,5
3,6,23,C10_13,days,1.3431931976176403,0.2501376727405605,5.369815681505851,0.01264341588504609,5
3,6,23,E05_13,days,1.3679320157304127,0.10433978944073519,13.11035821581177,9.585282782847935e-4,5
3,6,23,F10_13,days,1.2677964411740548,0.10496326748314053,12.078477276611949,0.0012212933139869844,5
3,6,24,B11_13,days,1.5523159462776634,0.2960146104468651,5.244051784924669,0.013500486737927673,5
3,6,24,D02_13,days,1.5150681923986489,0.2573740012503456,5.8866403950605495,0.00978350213064503,5
3,6,24,E11_13,days,1.4455867732316556,0.19041744125881227,7.591672084632404,0.004742145354090338,5
3,6,27,B07_14,days,1.4508079108305516,0.33135774109985866,4.378373373789185,0.02205184523100915,5
3,6,27,C07_14,days,1.2612337615994649,0.2618379445036087,4.8168486962059935,0.017044735681502464,5
3,6,27,D11_14,days,1.4066593893849,0.28333268431854947,4.964691570152211,0.01569419176311957,5
3,6,27,G02_14,days,1.345131455688639,0.1444997537230829,9.308884070947471,0.002624361266057842,5
3,6,3,C10_15,days,1.5434017847786539,0.1677859307336208,9.198636488949596,0.0027172208670389404,5
3,6,3,D09_15,days,1.3347957655293115,0.14651184741698678,9.110497130859013,0.0027946122318013903,5
3,6,3,F09_15,days,1.5669398078298282,0.036551090697638136,42.869850883302945,2.7936035165902892e-5,5
3,6,30,C03_15,days,1.602520485530034,0.2252582457831727,7.114147941436849,0.005715337773992364,5
3,6,30,C09_15,days,1.7669391772995537,0.10710206168945856,16.497713950855378,4.847130888510905e-4,5
3,6,30,E03_15,days,1.4576347653529629,0.2640452008275148,5.520398631691662,0.011708340609536187,5
3,6,30,E08_15,days,1.4428003206074331,0.10840237737334346,13.309674156299666,9.166687315603544e-4,5
3,6,31,B04_14,days,1.576338836457745,0.42478925433012654,3.710872674836279,0.03402098424762449,5
3,6,31,D06_14,days,1.4301948732018261,0.15582691769628076,9.178098972536898,0.002734997903872476,5
3,6,31,D09_14,days,1.3664342201052053,0.2936733682303055,4.652904784452963,0.018724687764613408,5
3,6,31,F08_14,days,1.2819004958575027,0.13425435831229923,9.548297068133735,0.0024367143292626627,5
3,6,32,C04_13,days,1.612196844497732,0.24902436662011895,6.474052585211879,0.007478993015140721,5
3,6,32,D07_13,days,1.3890564746923901,0.24753895720336455,5.611466131980256,0.011186428009261097,5
3,6,32,D08_13,days,1.4931089894203684,0.22612646125970365,6.602982159197857,0.007071386090663733,5
3,6,32,F07_13,days,1.404857242117084,0.22349951867916698,6.285728266528185,0.008131740776408181,5
3,6,33,C03_13,days,1.3756825444710508,0.23635682677875233,5.820363063846649,0.010099314164684018,5
3,6,33,D05_13,days,1.4273206099756999,0.2199937700574228,6.488004681237748,0.0074334170540970405,5
3,6,33,E08_13,days,1.3412793907250318,0.1753712964191432,7.648226466430001,0.004641796849168466,5
3,6,33,G03_13,days,1.4299279492735244,0.0981430801516237,14.56982954951478,7.011176017295734e-4,5
3,6,4,D10_14,days,1.656705522840142,0.1493297353575767,11.094277498537627,0.001568970865322619,5
3,6,7,B08_15,days,1.5330062185709863,0.22517140822738024,6.808174406507872,0.006480910570863068,5
3,6,7,C07_15,days,1.4747848441360947,0.24415116995882474,6.04045782121303,0.009098902656666226,5
3,6,7,D10_15,days,1.268222593887518,0.18676151403075075,6.790599232766457,0.006528884440790574,5
3,6,9,C03_14,days,1.556946976319805,0.24315705501928928,6.403050802685099,0.0077167092042019865,5
3,6,9,D05_14,days,1.7354467497892425,0.03961674391791982,43.805890594765636,2.6185390699615402e-5,5
3,6,9,E08_14,days,1.3691833753506029,0.16685187609956634,8.205981301244485,0.0037873473823494715,5
3,6,9,G03_14,days,1.4999511310463831,0.11978897508693391,12.521612527011191,0.001098012230395634,5
3,6,cc1690,F07_15,days,1.3926988511797285,0.19413439127820548,7.173890427193361,0.005579970096166106,5
3,8,1,E02_16,days,1.4872128372436486,0.1099527649519235,13.525924863225837,8.739556626378016e-4,5
3,8,10,C02_18,days,1.5100478800668486,0.3214144687251445,4.698132868928674,0.018240507846936,5
3,8,10,D05_18,days,1.4940069985565072,0.2062685085575914,7.243020318534817,0.005428556480134162,5
3,8,10,D11_18,days,1.5327021221308932,0.23613108193473864,6.490895267038576,0.007424020356256893,5
3,8,10,F08_18,days,1.631941908491921,0.10690188115193185,15.265792247122022,6.10441751992112e-4,5
3,8,11,C07_16,days,1.8003551790898575,0.2765747404227883,6.509470735967173,0.007364006505454211,5
3,8,11,G02_16,days,1.3886124180524453,0.12961226642701162,10.713587967651293,0.0017386402316876945,5
3,8,15,B02_18,days,1.541025740188559,0.41005558114691176,3.7580899054668673,0.03293311264296237,5
3,8,15,C11_18,days,1.6261261009100099,0.3101835315688703,5.242464332923361,0.013511782818581671,5
3,8,15,E07_18,days,1.4044545316738901,0.3206901466085525,4.379475161699386,0.022037021291479855,5
3,8,15,F02_18,days,1.4368384993639356,0.3421296677911725,4.199689867997494,0.02463689514775869,5
3,8,16,C08_18,days,1.390013280781488,0.20115540190930378,6.91014642205936,0.006211528976125648,5
3,8,16,E04_18,days,1.5473413632401085,0.17353932046713763,8.916373298425595,0.002975649652548981,5
3,8,17,F05_17,days,1.4505075878555231,0.23829711243863383,6.086970895331588,0.008904320214126482,5
3,8,18,B11_17,days,1.474227637863305,0.32387710656358837,4.551811807587156,0.01986880214692204,5
3,8,18,E06_17,days,1.5146545641379068,0.17282506186480354,8.764090970340753,0.003128676088403577,5
3,8,19,D04_16,days,1.6259616033313373,0.20833583230752284,7.804522080154069,0.004378660930083511,5
3,8,19,F03_16,days,1.5996604608036566,0.20411946251354787,7.83688356369978,0.004326655180453322,5
3,8,2,C08_17,days,1.3677653211454353,0.21009680216113902,6.51016725183848,0.007361768623199032,5
3,8,2,E04_17,days,1.2552181666283304,0.1505622940213546,8.336869299097554,0.0036175318430616975,5
3,8,20,B06_18,days,1.3520267085545894,0.19187106502599544,7.046537779791922,0.005873802590930414,5
3,8,20,D03_18,days,1.3744766423914427,0.29511646921593254,4.657404061668133,0.018675779706807626,5
3,8,20,D08_18,days,1.36848448048537,0.17558072666441932,7.7940472538361325,0.004395670976430349,5
3,8,20,E09_18,days,1.3207250795302763,0.1538190088194658,8.586227993969095,0.0033208769323187413,5
3,8,25,C05_16,days,1.5535083195405615,0.2337083060931182,6.6472105570847155,0.006938306500604382,5
3,8,25,E03_16,days,1.4888812721848943,0.18363284675353705,8.107924581614734,0.003921530811991414,5
3,8,25,F02_16,days,1.4565187220100897,0.16940286614333816,8.59795796357822,0.0033077278641920954,5
3,8,26,B09_17,days,1.5051903418757642,0.17321134574299413,8.68990616878597,0.003207003514427678,5
3,8,26,C06_17,days,1.3464326517746132,0.24709579979284807,5.449030913934557,0.012139817388504037,5
3,8,26,E02_17,days,1.552225487319439,0.06475531183126693,23.970627944222965,1.5911758946938632e-4,5
